,numero,nit,razon_social,supervisor,region,departamento,ciudad,ciiu,macrosector,ingresos_operacionales_2018,ganancia_perdida_2018,total_activos_2018,total_pasivos_2018,total_patrimonio_2018,ingresos_operacionales_2017,ganancia_perdida_2017,total_activos_2017,total_pasivos_2017,total_patrimonio_2017,grupo_en_niif
827,827,860000760,LABORATORIOS SYNTHESIS SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,160011054.0,23437878.0,143509865.0,37265163.0,106244702.0,165017221.0,23451271.0,131054434.0,48247610.0,82806824.0,NIIF PLENAS-GRUPO 1
828,828,890913990,JIRO SA,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,159503866.0,4258.0,20238785.0,11864899.0,8373886.0,151008355.0,594635.0,19781055.0,11832970.0,7948085.0,NIIF PYMES-GRUPO 2
829,829,860401826,PRODUCTOS LACTEOS EL RECREO SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA-CUNDINAMARCA,C1040 - Elaboracion de productos lacteos,MANUFACTURA,158825123.0,1765114.0,87891566.0,55688003.0,32203563.0,156773737.0,1748809.0,70319914.0,50334304.0,19985610.0,NIIF PYMES-GRUPO 2
830,830,900317003,COLENER S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,158766837.0,157834619.0,1826993603.0,66939416.0,1760054187.0,105057647.0,104124792.0,1684495654.0,137114.0,1684358540.0,NIIF PLENAS-GRUPO 1
831,831,900693369,MOTA ENGIL COL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construccion de carreteras y vias de ferrocarril,CONSTRUCCIoN,158748565.0,6404790.0,136808284.0,129990094.0,6818190.0,126224661.0,242313.0,126120602.0,125707202.0,4134.0,NIIF PLENAS-GRUPO 1
832,832,800106404,OCUPAR TEMPORALES SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,158662599.0,588648.0,28904550.0,17126502.0,11778048.0,161311605.0,1921499.0,30236060.0,18134691.0,12101369.0,NIIF PYMES-GRUPO 2
833,833,830095169,DSM NUTRITIONAL PRODUCTS COLOMBIA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,158289543.0,-510465.0,107025648.0,86199364.0,20826284.0,138914439.0,3513814.0,87366729.0,66029980.0,21336749.0,NIIF PLENAS-GRUPO 1
834,834,890922323,AUTOMONTAÑA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,158172485.0,1760306.0,36739408.0,31484227.0,5255181.0,135603403.0,405488.0,41858215.0,38363340.0,3494875.0,NIIF PYMES-GRUPO 2
835,835,890311341,LISTOS SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,158154561.0,1171672.0,23702282.0,15786705.0,7915577.0,148915349.0,1368338.0,24937442.0,17190177.0,7747265.0,NIIF PYMES-GRUPO 2
836,836,860510031,GRUPO ASESORIA EN SISTEMATIZACION DE DATOS S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6311 - Procesamiento de datos alojamiento (hosting) y actividades relacionadas,SERVICIOS,157986183.0,27980494.0,186794666.0,53708233.0,133086433.0,106686890.0,9817388.0,170749486.0,59093547.0,111655939.0,NIIF PYMES-GRUPO 2
837,837,830111367,SUDESPENSA BARRAGAN S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,157955841.0,-2999538.0,116220811.0,69327680.0,46893131.0,171484284.0,2807570.0,143184372.0,93291703.0,49892669.0,NIIF PLENAS-GRUPO 1
838,838,830008804,KIAPLAZA SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,157520601.0,6066278.0,84641076.0,31148923.0,53492153.0,16935508.0,6821020.0,97252642.0,43351377.0,53901265.0,NIIF PYMES-GRUPO 2
839,839,900412466,ELITE FLOWER FARMERS S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,A0125 - Cultivo de flor de corte,AGROPECUARIO,157429779.0,2568508.0,107576066.0,93475248.0,14100818.0,153979056.0,758198.0,85489530.0,73957221.0,11532309.0,NIIF PLENAS-GRUPO 1
840,840,800239064,COMERCIALIZADORA INTERNACIONAL DE LLANTAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4530 - Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,COMERCIO,157226415.0,3238099.0,126580946.0,80540108.0,46040838.0,147587186.0,2361491.0,121195728.0,81577162.0,39618566.0,NIIF PLENAS-GRUPO 1
841,841,900356846,ortiz construcciones  y proyectos s.a sucursal colombia,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,157075801.0,13598425.0,236005752.0,81487795.0,154517957.0,62146202.0,8078381.0,169171545.0,104028736.0,65142809.0,NIIF PYMES-GRUPO 2
842,842,900737579,AUTOCORP SAS,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,156950891.0,68638.0,81510585.0,72490373.0,9020212.0,168375118.0,-468305.0,65610386.0,62091633.0,3518753.0,NIIF PYMES-GRUPO 2
843,843,860002464,CORPORACION DE FERIAS Y EXPOSICIONES S A,SUPERFINANCIERA,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,156920642.0,26548965.0,859769329.0,359468388.0,500300941.0,139066984.0,22767176.0,725450196.0,241053656.0,484396540.0,NIIF PLENAS-GRUPO 1
844,844,800153424,MEDISANITAS,SUPERSALUD,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,156815633.89,19158597.49,75788468.91,39908095.23,35880373.68,137166107.3,12576282.38,63305168.61,27093968.94,36211199.67,NIIF PLENAS-GRUPO 1
845,845,860090721,COLVISEG COLOMBIANA DE VIGILANCIA Y SEGURIDAD LTDA,SUPERVIGILANCIA,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8010 - Actividades de seguridad privada,SERVICIOS,156430409.62,4556401.15,45468538.03,20415673.99,25052864.05,166618425.0,6879145.0,49253462.0,20486657.0,28766805.0,NIIF PLENAS-GRUPO 1
846,846,900294923,AVICOLA TRIPLE A SAS,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,A0145 - Cria de aves de corral,AGROPECUARIO,156396780.0,3079606.0,172142531.0,103093773.0,69048758.0,148151922.0,3829612.0,173386478.0,108340715.0,65045763.0,NIIF PLENAS-GRUPO 1
847,847,890917295,COLORQUIMICA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,C2029 - Fabricacion de otros productos quimicos n.c.p.,MANUFACTURA,156376908.0,14030097.0,218799759.0,71224991.0,147574768.0,147804911.0,8656591.0,218721638.0,68086387.0,150635251.0,NIIF PLENAS-GRUPO 1
848,848,830511110,SKF LATIN TRADE SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,156171695.0,3825191.0,63983161.0,50200709.0,13782452.0,25147196.0,1783117.0,17629185.0,7671925.0,9957260.0,NIIF PYMES-GRUPO 2
849,849,860350253,INMACULADA GUADALUPE Y  AMIGOS SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,CHIA-CUNDINAMARCA,I5611 - Expendio a la mesa de comidas preparadas,SERVICIOS,156041979.0,4941391.0,234975433.0,147946853.0,87028580.0,135259839.0,-4040322.0,271468367.0,141437628.0,130030739.0,NIIF PYMES-GRUPO 2
850,851,890203194,LABORATORIOS CHALVER DE COLOMBIA .SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,155826203.0,5290222.0,174916272.0,109752823.0,65163449.0,132838263.0,4785828.0,154048943.0,94175714.0,59873229.0,NIIF PLENAS-GRUPO 1
851,852,805028991,SURTIFAMILIAR S A,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos bebidas o tabaco,COMERCIO,155448925.0,1958691.0,38694618.0,25913820.0,12780798.0,160473324.0,2830385.0,35000369.0,23575221.0,11425148.0,NIIF PYMES-GRUPO 2
853,854,900074364,COMPAÑIA COMERCIAL UNIVERSAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1410 - Confeccion de prendas de vestir excepto prendas de piel,MANUFACTURA,155257298.0,8469568.0,117018526.0,80090857.0,36927669.0,138946524.0,6309657.0,81419129.0,52961028.0,28458101.0,NIIF PYMES-GRUPO 2
854,855,817000747,COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS  COMPAÑIA INTERNACIONAL DE ALIMENTOS SAS,SUPERSOCIEDADES,Costa Pacifica,CAUCA,CALOTO-CAUCA,C1089 - Elaboracion de otros productos alimenticios n.c.p.,MANUFACTURA,155168642.0,8266913.0,95157911.0,52736021.0,42421890.0,189442150.0,10805015.0,95634382.0,60732228.0,34902154.0,NIIF PLENAS-GRUPO 1
855,856,802009663,LITOPLAS S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2221 - Fabricacion de formas basicas de plastico,MANUFACTURA,154989799.0,1993571.0,161076062.0,102988275.0,58087787.0,150686637.0,1783765.0,155749344.0,97981412.0,57767932.0,NIIF PYMES-GRUPO 2
856,857,900219353,Seaboard Overseas Colombia Ltda,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6499 - Otras actividades de servicio financiero excepto las de seguros y pensiones n.c.p.,SERVICIOS,154913396.0,-3268721.0,19278833.0,21962511.0,-2683678.0,128070142.0,-3038877.0,35491168.0,37903070.0,-2411902.0,NIIF PYMES-GRUPO 2
857,858,890906397,FERRO COLOMBIA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,C2011 - Fabricacion de sustancias y productos quimicos basicos,MANUFACTURA,154689276.0,85663.0,162993500.0,49442125.0,113551375.0,149715727.0,4374534.0,146139945.0,42344482.0,103795463.0,NIIF PLENAS-GRUPO 1
858,859,900239001,PRODUCTOS FAMILIA CAJICA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,C1709 - Fabricacion de otros articulos de papel y carton,MANUFACTURA,153809730.0,11595473.0,177786358.0,24110633.0,153675725.0,137267021.0,29742528.0,165787016.0,23706764.0,142080252.0,NIIF PLENAS-GRUPO 1
860,861,824001398,“DUSAKAWI A.R.S.I.”,SUPERSALUD,Costa Atlantica,CESAR,VALLEDUPAR,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,153520798.84,5537411.05,22317681.11,25281893.18,-2964212.07,135565353.85,10747392.49,11786492.21,20288115.32,-8501623.11,REGIMEN R 414 de 2014 - CGN
861,862,890327282,AUTOPACIFICO SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,153348272.0,626138.0,68957229.0,42253282.0,26703947.0,133237464.0,3838565.0,63638176.0,36560367.0,27077809.0,NIIF PYMES-GRUPO 2
863,864,860019205,ALIMENTOS CONCENTRADOS RAZA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1090 - Elaboracion de alimentos preparados para animales,MANUFACTURA,153213196.0,-2337038.0,89333633.0,50720784.0,38612849.0,134199199.0,-871454.0,85087743.0,44125592.0,40962151.0,NIIF PLENAS-GRUPO 1
864,865,860533206,ENERGIA INTEGRAL ANDINA S.A. EN REORGANIZACION,SUPERSOCIEDADES,Costa Atlantica,SAN ANDRES Y PROVIDENCIA,SAN-ANDRES-SAN ANDRES Y PROVIDENCIA,G4652 - Comercio al por mayor de equipo partes y piezas electronicos y de telecomunicaciones,COMERCIO,153165157.0,4335869.0,602913025.0,290830240.0,312082785.0,158687489.0,20925233.0,576707653.0,272937313.0,303770340.0,NIIF PLENAS-GRUPO 1
865,866,800082726,CONSTRUCTORA HAYUELOS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construccion de edificios residenciales,CONSTRUCCIoN,153052764.0,113319901.0,469992790.0,126132604.0,343860186.0,27539094.0,14477980.0,360667162.0,138697437.0,221969725.0,NIIF PYMES-GRUPO 2
866,867,890903711,PROCESADORA DE LECHES S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboracion de productos lacteos,MANUFACTURA,153045927.0,-5172978.0,102284724.0,58203279.0,44081445.0,134796318.0,-11203599.0,104271605.0,55009698.0,49261907.0,NIIF PLENAS-GRUPO 1
867,868,800239471,EPSON COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4651 - Comercio al por mayor de computadores equipo periferico y programas de informatica,COMERCIO,152984531.0,-3712504.0,85832419.0,107291359.0,-21458940.0,158489651.0,2042763.0,82699638.0,92156221.0,-9456583.0,NIIF PLENAS-GRUPO 1
868,869,860020309,BECTON DICKINSON DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4664 - Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,COMERCIO,152960747.0,5196799.0,120739520.0,57870913.0,62868607.0,141162258.0,3942262.0,106228175.0,46882661.0,59345514.0,NIIF PLENAS-GRUPO 1
869,870,900844097,COMERCIALIZADORA INTERNACIONAL ATLANTICMETALS SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4665 - Comercio al por mayor de desperdicios desechos y chatarra,COMERCIO,152839639.0,1227331.0,25159343.0,21806168.0,3353175.0,38585946.0,73652.0,23093432.0,20967588.0,2125844.0,NIIF PYMES-GRUPO 2
870,871,900038933,DIGITEX INTERNACIONAL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,152722867.0,-176216.0,99060682.0,80456972.0,18603710.0,139445266.0,-1580818.0,95137209.0,76357283.0,18779926.0,NIIF PLENAS-GRUPO 1
871,872,900017459,INVERSIONES FALABELLA DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,152600992.0,154128814.0,1197008541.0,90798665.0,1106209876.0,122346751.0,126768278.0,1150459114.0,35067893.0,1115391221.0,NIIF PLENAS-GRUPO 1
872,873,890204814,MANUFACTURAS Y PROCESOS INDUSTRIALES LTDA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,FLORIDABLANCA-SANTANDER,C1921 - Fabricacion de productos de la refinacion del petroleo,MANUFACTURA,152490441.0,5247983.0,85297565.0,60192852.0,25104713.0,124261311.0,1384960.0,85793455.0,59543338.0,26250117.0,NIIF PLENAS-GRUPO 1
873,874,900108579,AUTOMOTORES COMERCIALES AUTOCOM S A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4511 - Comercio de vehiculos automotores nuevos,COMERCIO,152265754.0,-12116732.0,118728322.0,114947292.0,3781030.0,140659058.0,-18964598.0,127431860.0,143182577.0,-15750717.0,NIIF PLENAS-GRUPO 1
875,876,900345431,AGROPAISA SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,G4664 - Comercio al por mayor de productos quimicos basicos cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario,COMERCIO,151737910.0,3334901.0,76801285.0,56273850.0,20527435.0,136763449.0,2471915.0,64831519.0,47638985.0,17192534.0,NIIF PYMES-GRUPO 2
876,877,860521637,ORGANIZACION CARDENAS S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4631 - Comercio al por mayor de productos alimenticios,COMERCIO,151657800.0,626314.0,119029344.0,76230339.0,42799005.0,157237331.0,803132.0,125025148.0,85925944.0,39099204.0,NIIF PYMES-GRUPO 2
877,878,800198020,CARNES CASABLANCA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1011 - Procesamiento y conservacion de carne y productos carnicos,MANUFACTURA,151643711.0,2783398.0,87978218.0,75214129.0,12764089.0,137234409.0,2455315.0,68524687.0,58543996.0,9980691.0,NIIF PYMES-GRUPO 2
878,879,890101138,PELAEZ HERMANOS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4530 - Comercio de partes piezas (autopartes) y accesorios (lujos) para vehiculos automotores,COMERCIO,151611722.0,13901697.0,122577961.0,25184382.0,97393579.0,145930920.0,9890861.0,113845269.0,23970027.0,89875242.0,NIIF PYMES-GRUPO 2
879,880,860001986,INGENIEROS CONSULTORES CIVILES Y ELeCTRICOS S.A.S. INGETEC S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,M7110 - Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,SERVICIOS,151590367.0,7093234.0,59459073.0,41540645.0,17918428.0,106491050.0,6228159.0,55786724.0,35276808.0,20509916.0,NIIF PYMES-GRUPO 2
880,881,830095262,QMAX SOLUTIONS COLOMBIA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extraccion de petroleo y de gas natural,MINERO-HIDROCARBUROS,151536369.0,4757444.0,127053220.0,44777688.0,82275532.0,117680551.0,-4968834.0,98135306.0,38984479.0,59150827.0,NIIF PLENAS-GRUPO 1
881,882,900541359,Win Sports S.A.S.,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6020 - Actividades de programacion y transmision de television,SERVICIOS,151169662.0,16057041.0,168449542.0,64725867.0,103723675.0,126893379.0,4093137.0,163139496.0,75472862.0,87666634.0,NIIF PLENAS-GRUPO 1
882,883,832004332,MINAS Y MINERALES SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA-CUNDINAMARCA,G4661 - Comercio al por mayor de combustibles solidos liquidos gaseosos y productos conexos,COMERCIO,151038652.0,4242915.0,41309410.0,27120734.0,14188676.0,115766180.0,3701787.0,35415455.0,23470729.0,11944726.0,NIIF PYMES-GRUPO 2
883,884,830037955,MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,MALAMBO-ATLANTICO,C1090 - Elaboracion de alimentos preparados para animales,MANUFACTURA,150927984.0,1149186.0,94793761.0,51434935.0,43358826.0,142714442.0,-1926055.0,88027937.0,45818297.0,42209640.0,NIIF PLENAS-GRUPO 1
884,885,800241810,INDUSTRIA DE ELECTRODOMESTICOS SAS INDUSEL SAS,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2750 - Fabricacion de aparatos de uso domestico,MANUFACTURA,150919301.0,4273462.0,281926385.0,197025220.0,84901165.0,107771429.0,3244654.0,203969700.0,123341997.0,80627703.0,NIIF PYMES-GRUPO 2
885,886,890908493,COMESTIBLES DAN SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,C1011 - Procesamiento y conservacion de carne y productos carnicos,MANUFACTURA,150258106.0,1605336.0,80201250.0,52279172.0,27922078.0,132472582.0,1104018.0,74717226.0,50256087.0,24461139.0,NIIF PLENAS-GRUPO 1
886,887,800167919,STILOTEX S.A.S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4641 - Comercio al por mayor de productos textiles productos confeccionados para uso domestico,COMERCIO,149829070.0,1714209.0,136537566.0,99651456.0,36886110.0,150340065.0,3555432.0,140262057.0,104382437.0,35879620.0,NIIF PLENAS-GRUPO 1
887,888,860002428,Bristol Myers Squibb de Colombia SA,SUPERSOCIEDADES,Costa Pacifica,VALLE,CALI-VALLE,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,149810417.0,5543956.0,95723676.0,22678794.0,73044882.0,130467425.0,6303527.0,96102134.0,28601208.0,67500926.0,NIIF PLENAS-GRUPO 1
888,889,900797732,SBI INTERNATIONAL HOLDINGS AG,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construccion de otras obras de ingenieria civil,CONSTRUCCIoN,149580481.0,-34596860.0,297462467.0,327862221.0,-30399754.0,92699644.7,-34596860.0,184346688.0,191706042.0,-7359354.0,NIIF PLENAS-GRUPO 1
890,891,800250382,AMAREY NOVA MEDICAL S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,G4645 - Comercio al por mayor de productos farmaceuticos medicinales cosmeticos y de tocador,COMERCIO,148877687.0,6611149.0,147601893.0,77751546.0,69850347.0,139992639.0,8280121.0,147436039.0,74396841.0,73039198.0,NIIF PLENAS-GRUPO 1
891,892,800093391,NOVAMED S.A.,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2100 - Fabricacion de productos farmaceuticos sustancias quimicas medicinales y productos botanicos de uso farmaceutico,MANUFACTURA,148870208.0,7084956.0,75161233.0,36074391.0,39086842.0,138296779.0,5155557.0,65116197.0,32314311.0,32801886.0,NIIF PLENAS-GRUPO 1
892,893,900150942,AGROINDUSTRIAS DEL CAUCA SA,SUPERSOCIEDADES,Costa Pacifica,CAUCA,GUACHENE-CAUCA,C1071 - Elaboracion y refinacion de azucar,MANUFACTURA,148853840.0,9246451.0,308674942.0,70778011.0,237896931.0,185987024.0,13727151.0,275243486.0,45010377.0,230233109.0,NIIF PLENAS-GRUPO 1
893,894,860048626,MINIPAK S A S,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,C2221 - Fabricacion de formas basicas de plastico,MANUFACTURA,148830607.0,17746334.0,179498952.0,55864668.0,123634284.0,139860727.0,13475349.0,160154656.0,54054318.0,106100338.0,NIIF PYMES-GRUPO 2
894,895,830001637,SONDA DE COLOMBIA S.A,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,J6202 - Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,SERVICIOS,148669205.0,-92798.0,212995565.0,83672415.0,129323150.0,158203802.0,-1440551.0,200942135.0,95125155.0,105816980.0,NIIF PLENAS-GRUPO 1
895,896,900324055,DISPRESCO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,G4632 - Comercio al por mayor de bebidas y tabaco,COMERCIO,148522656.0,14292349.0,284838198.0,227079893.0,57758305.0,150775689.0,7539119.0,191788222.0,145922266.0,45865956.0,NIIF PYMES-GRUPO 2
896,897,800164590,CELTA SAS,SUPERSOCIEDADES,Costa Atlantica,ATLANTICO,SOLEDAD-ATLANTICO,C2229 - Fabricacion de articulos de plastico n.c.p.,MANUFACTURA,148471266.0,5008914.0,66606810.0,27687705.0,38919105.0,145845329.0,8213256.0,78624060.0,36537932.0,42086128.0,NIIF PLENAS-GRUPO 1
897,898,900106364,TELECENTER PANAMERICANA LTDA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,148458846.0,8584454.0,66817017.0,25333890.0,41483127.0,140492528.0,4646521.0,142034145.0,25452542.0,116581603.0,NIIF PLENAS-GRUPO 1
898,899,890903995,AGAVAL SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4772 - Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,COMERCIO,148146544.0,3838960.0,122538680.0,74999218.0,47539462.0,137820462.0,2729030.0,114189082.0,73492415.0,40696667.0,NIIF PLENAS-GRUPO 1
899,900,830031757,DATA TOOLS SA,SUPERSOCIEDADES,Bogota - Cundinamarca,CUNDINAMARCA,BOGOTA-D.C.-BOGOTA D.C.,M7020 - Actividades de consultaria de gestion,SERVICIOS,147822946.0,10168146.0,90319288.0,44297783.0,46021505.0,123910108.0,9568605.0,75715640.0,40068760.0,35646880.0,NIIF PYMES-GRUPO 2
